College
Agriculture and Life Sciences
Agriculture and Life Sciences Total
Business
Business Total
Design
Design Total
Engineering
Engineering Total
Human Sciences
Human Sciences Total
Liberal Arts and Sciences
Liberal Arts and Sciences Total
Grand Total
